gene_id,component,class
PF3D7_1426000,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1426100,"cytosol,nascent polypeptide-associated complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_1426200,nucleus,Nucleus (internal)
PF3D7_1426300,outer dynein arm,Cytoskeleton & associated
PF3D7_1426400,unknown,Unknown
PF3D7_1426500,membrane,Membrane (general)
PF3D7_1426600,unknown,Unknown
PF3D7_1426700,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1426800,unknown,Unknown
PF3D7_1426900,respiratory chain complex III,Mitochondrion & related
PF3D7_1427000,apicoplast,Apicoplast
PF3D7_1427100,apicoplast,Apicoplast
PF3D7_1427200,apicoplast,Apicoplast
PF3D7_1427300,histone methyltransferase complex,Spliceosomal & RNP complexes (internal)
PF3D7_1427400,unknown,Unknown
PF3D7_1427500,"MutSalpha complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1427600,unknown,Unknown
PF3D7_1427700,unknown,Unknown
PF3D7_1427800,"cytoplasmic exosome (RNase complex),nuclear exosome (RNase complex),nucleolus","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1427900,nucleus,Nucleus (internal)
PF3D7_1428000,unknown,Unknown
PF3D7_1428100,unknown,Unknown
PF3D7_1428200,membrane,Membrane (general)
PF3D7_1428300,unknown,Unknown
PF3D7_1428400,"Cul4-RING E3 ubiquitin ligase complex,cytoplasm","Cytoplasm & Cytosol (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_1428500,unknown,Unknown
PF3D7_1428600,apicoplast,Apicoplast
PF3D7_1428700,"intracellular membrane-bounded organelle,membrane","Internal organelle (internal),Membrane (general)"
PF3D7_1428800,unknown,Unknown
PF3D7_1428900,unknown,Unknown
PF3D7_1429000,tRNA-splicing ligase complex,Spliceosomal & RNP complexes (internal)
PF3D7_1429100,"apicoplast,mitochondrial large ribosomal subunit","Apicoplast,Mitochondrion & related"
PF3D7_1429200,unknown,Unknown
PF3D7_1429300,unknown,Unknown
PF3D7_1429400,unknown,Unknown
PF3D7_1429500,unknown,Unknown
PF3D7_1429600,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_1429700,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1429800,COPI vesicle coat,Vesicles & Endosomes
PF3D7_1429900,"chromosome,cytoplasm,nucleus","Chromatin,Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1430000,unknown,Unknown
PF3D7_1430100,"cytoplasm,nucleus,protein phosphatase type 2A complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1430200,"RBC membrane (PEXEL),lysosome","Membrane proteins (PEXEL/HT),Vacuole/Lysosome & related"
PF3D7_1430300,unknown,Unknown
PF3D7_1430400,"Atg12-Atg5-Atg16 complex,autophagosome,phagophore,phagophore assembly site membrane","Intracellular protein complexes (internal),Membrane (internal)"
PF3D7_1430500,unknown,Unknown
PF3D7_1430600,nucleus,Nucleus (internal)
PF3D7_1430700,"apicoplast,cytosol","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1430800,unknown,Unknown
PF3D7_1430900,unknown,Unknown
PF3D7_1431000,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1431100,unknown,Unknown
PF3D7_1431200,histone methyltransferase complex,Spliceosomal & RNP complexes (internal)
PF3D7_1431300,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1431400,apicoplast,Apicoplast
PF3D7_1431500,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1431600,"mitochondrion,succinate-CoA ligase complex",Mitochondrion & related
PF3D7_1431700,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1431800,"apicoplast,membrane","Apicoplast,Membrane (general)"
PF3D7_1431900,membrane,Membrane (general)
PF3D7_1432000,"SNARE complex,endomembrane system","Endomembrane System & Golgi ER,Intracellular protein complexes (internal)"
PF3D7_1432100,mitochondrial outer membrane,Mitochondrion & related
PF3D7_1432200,unknown,Unknown
PF3D7_1432300,"cytosol,nuclear envelope","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1432400,unknown,Unknown
PF3D7_1432500,unknown,Unknown
PF3D7_1432600,"XPC complex,cytoplasm,nucleotide-excision repair factor 2 complex","Cytoplasm & Cytosol (internal),DNA replication & repair complexes (internal)"
PF3D7_1432700,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1432800,unknown,Unknown
PF3D7_1432900,unknown,Unknown
PF3D7_1433000,box H/ACA snoRNP complex,Spliceosomal & RNP complexes (internal)
PF3D7_1433100,"Golgi medial cisterna,Golgi trans cisterna,membrane","Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_1433200,unknown,Unknown
PF3D7_1433300,nucleus,Nucleus (internal)
PF3D7_1433400,unknown,Unknown
PF3D7_1433500,nucleus,Nucleus (internal)
PF3D7_1433600,signal peptidase complex,Endomembrane System & Golgi ER
PF3D7_1433700,apicoplast,Apicoplast
PF3D7_1433800,unknown,Unknown
PF3D7_1433900,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1434000,unknown,Unknown
PF3D7_1434100,unknown,Unknown
PF3D7_1434200,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1434300,unknown,Unknown
PF3D7_1434400,unknown,Unknown
PF3D7_1434500,"nucleus,preribosome large subunit precursor","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_1434600,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1434700,TIM23 mitochondrial import inner membrane translocase complex,Mitochondrion & related
PF3D7_1434800,unknown,Unknown
PF3D7_1434900,unknown,Unknown
PF3D7_1435000,mitochondrial inner membrane,Mitochondrion & related
PF3D7_1435100,unknown,Unknown
PF3D7_1435200,unknown,Unknown
PF3D7_1435300,unknown,Unknown
PF3D7_1435400,EMC complex,Endomembrane System & Golgi ER
PF3D7_1435500,unknown,Unknown
PF3D7_1435600,unknown,Unknown
PF3D7_1435700,cytoplasmic stress granule,Cytoplasm & Cytosol (internal)
PF3D7_1435800,unknown,Unknown
PF3D7_1435900,unknown,Unknown
PF3D7_1436000,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1436100,"apicoplast,membrane","Apicoplast,Membrane (general)"
PF3D7_1436200,unknown,Unknown
PF3D7_1436300,unknown,Unknown
PF3D7_1436400,unknown,Unknown
PF3D7_1436500,mitochondrion,Mitochondrion & related
PF3D7_1436600,cAMP-dependent protein kinase complex,Intracellular protein complexes (internal)
PF3D7_1436700,unknown,Unknown
PF3D7_1436800,"apicoplast,endopeptidase Clp complex","Apicoplast,Ubiquitin & proteasome complexes (internal)"
PF3D7_1436900,unknown,Unknown
PF3D7_1437000,unknown,Unknown
PF3D7_1437100,apicoplast,Apicoplast
PF3D7_1437200,ribonucleoside-diphosphate reductase complex,Intracellular protein complexes (internal)
PF3D7_1437300,unknown,Unknown
PF3D7_1437400,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1437500,unknown,Unknown
PF3D7_1437600,unknown,Unknown
PF3D7_1437700,unknown,Unknown
PF3D7_1437800,"TRAPPI protein complex,TRAPPII protein complex,TRAPPIII protein complex",Intracellular protein complexes (internal)
PF3D7_1437900,"cytoplasm,cytosol",Cytoplasm & Cytosol (internal)
PF3D7_1438000,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1438100,"endoplasmic reticulum,membrane","Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_1438400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1438500,mRNA cleavage and polyadenylation specificity factor complex,Spliceosomal & RNP complexes (internal)
PF3D7_1438600,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1438700,alpha DNA polymerase:primase complex,DNA replication & repair complexes (internal)
PF3D7_1438800,unknown,Unknown
PF3D7_1438900,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1439000,"apicoplast,plasma membrane","Apicoplast,Membrane proteins"
PF3D7_1439100,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1439200,unknown,Unknown
PF3D7_1439300,"cytoplasm,membrane","Cytoplasm & Cytosol (internal),Membrane (general)"
PF3D7_1439400,respiratory chain complex III,Mitochondrion & related
PF3D7_1439500,nucleus,Nucleus (internal)
PF3D7_1439600,unknown,Unknown
PF3D7_1439700,unknown,Unknown
PF3D7_1439800,"endoplasmic reticulum membrane,plasma membrane","Endomembrane System & Golgi ER,Membrane proteins"
PF3D7_1439900,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1440000,unknown,Unknown
PF3D7_1440100,cohesin complex,DNA replication & repair complexes (internal)
PF3D7_1440300,"apicoplast,cytosol","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1440200,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1440400,unknown,Unknown
PF3D7_1440500,unknown,Unknown
PF3D7_1440600,unknown,Unknown
PF3D7_1440700,cytoplasmic vesicle,Vesicles & Endosomes
PF3D7_1440800,unknown,Unknown
PF3D7_1440900,unknown,Unknown
PF3D7_1441000,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1441100,unknown,Unknown
PF3D7_1441200,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1441300,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1441400,FACT complex,Spliceosomal & RNP complexes (internal)
PF3D7_1441500,nucleus,Nucleus (internal)
PF3D7_1441600,unknown,Unknown
PF3D7_1441700,unknown,Unknown
PF3D7_1441800,multivesicular body,Vesicles & Endosomes
PF3D7_1441900,"transcription factor TFIIH core complex,transcription factor TFIIH holo complex",Spliceosomal & RNP complexes (internal)
PF3D7_1442000,"cytoplasm,microtubule cytoskeleton","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_1442100,"DNA replication factor A complex,site of double-strand break",DNA replication & repair complexes (internal)
PF3D7_1442200,unknown,Unknown
PF3D7_1442300,unknown,Unknown
PF3D7_1442400,unknown,Unknown
PF3D7_1442500,"Rab-protein geranylgeranyltransferase complex,cytoplasm","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_1442600,unknown,Unknown
PF3D7_1442700,unknown,Unknown
PF3D7_1442800,unknown,Unknown
PF3D7_1442900,unknown,Unknown
PF3D7_1443000,unknown,Unknown
PF3D7_1443100,unknown,Unknown
PF3D7_1443200,"mitochondrial matrix,ribonucleoprotein granule","Intracellular protein complexes (internal),Mitochondrion & related"
PF3D7_1443300,"Lsm1-7-Pat1 complex,U4/U6 x U5 tri-snRNP complex,U6 snRNP",Spliceosomal & RNP complexes (internal)
PF3D7_1443400,Cdc73/Paf1 complex,Spliceosomal & RNP complexes (internal)
PF3D7_1443500,unknown,Unknown
PF3D7_1443600,gamma-tubulin complex,Cytoskeleton & associated
PF3D7_1443700,apicoplast,Apicoplast
PF3D7_1443800,U2-type spliceosomal complex,Spliceosomal & RNP complexes (internal)
PF3D7_1443900,"apicoplast,cytosol,perinuclear region of cytoplasm,plasma membrane,protein-containing complex","Apicoplast,Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Membrane proteins"
PF3D7_1444000,unknown,Unknown
PF3D7_1444100,axoneme,Cell surface structures
PF3D7_1444200,microtubule organizing center,Cytoskeleton & associated
PF3D7_1444300,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1444400,unknown,Unknown
PF3D7_1444500,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1444600,unknown,Unknown
PF3D7_1444700,unknown,Unknown
PF3D7_1444800,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1444900,unknown,Unknown
PF3D7_1445000,unknown,Unknown
PF3D7_1445100,"cytosol,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_1445200,nucleus,Nucleus (internal)
PF3D7_1445300,mitochondrial small ribosomal subunit,Mitochondrion & related
PF3D7_1445400,nucleus,Nucleus (internal)
PF3D7_1445500,"exosome (RNase complex),nucleolus","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1445600,unknown,Unknown
PF3D7_1445700,unknown,Unknown
PF3D7_1445800,"apicoplast,intracellular membrane-bounded organelle","Apicoplast,Internal organelle (internal)"
PF3D7_1445900,"cytoplasm,nucleus,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1446100,unknown,Unknown
PF3D7_1446200,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1446300,apicoplast,Apicoplast
PF3D7_1446400,unknown,Unknown
PF3D7_1446500,nuclear pore cytoplasmic filaments,Nucleus (internal)
PF3D7_1446600,"centriole,nucleus","Cytoskeleton & associated,Nucleus (internal)"
PF3D7_1446700,unknown,Unknown
PF3D7_1446800,unknown,Unknown
PF3D7_1446900,unknown,Unknown
PF3D7_1447000,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1447100,unknown,Unknown
PF3D7_1447200,unknown,Unknown
PF3D7_1447300,small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1447400,unknown,Unknown
PF3D7_1447500,unknown,Unknown
PF3D7_1447600,unknown,Unknown
PF3D7_1447700,unknown,Unknown
PF3D7_1447800,unknown,Unknown
PF3D7_1447900,membrane,Membrane (general)
PF3D7_1448000,"Pwp2p-containing subcomplex of 90S preribosome,small-subunit processome","Ribosome & translation complexes (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1448100,unknown,Unknown
PF3D7_1448200,"condensin complex,nucleus","Chromatin,Nucleus (internal)"
PF3D7_1448300,unknown,Unknown
PF3D7_1448400,unknown,Unknown
PF3D7_1448500,unknown,Unknown
PF3D7_1448600,"ER to Golgi transport vesicle membrane,Golgi apparatus,SNARE complex,endoplasmic reticulum membrane,late endosome membrane","Endomembrane System & Golgi ER,Intracellular protein complexes (internal),Vesicles & Endosomes"
PF3D7_1448700,unknown,Unknown
PF3D7_1448800,unknown,Unknown
PF3D7_1448900,unknown,Unknown
PF3D7_1449000,unknown,Unknown
PF3D7_1449100,cytoplasmic microtubule,Cytoskeleton & associated
PF3D7_1449200,unknown,Unknown
PF3D7_1449300,"nucleus,transcription factor TFIIIB complex,transcription preinitiation complex","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1449400,"Holliday junction resolvase complex,apicoplast,nucleus","Apicoplast,DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1449500,unknown,Unknown
PF3D7_1449600,unknown,Unknown
PF3D7_1449700,"nuclear exosome (RNase complex),nucleolus","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1449800,unknown,Unknown
PF3D7_1449900,unknown,Unknown
PF3D7_1450000,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1450100,"cytosol,signal recognition particle endoplasmic reticulum targeting","Cytoplasm & Cytosol (internal),Endomembrane System & Golgi ER"
PF3D7_1450200,unknown,Unknown
PF3D7_1450300,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1450400,unknown,Unknown
PF3D7_1450500,unknown,Unknown
PF3D7_1450600,unknown,Unknown
PF3D7_1450700,nucleus,Nucleus (internal)
PF3D7_1450800,unknown,Unknown
PF3D7_1450900,mitochondrion,Mitochondrion & related
PF3D7_1451000,Golgi apparatus,Endomembrane System & Golgi ER
PF3D7_1451100,"cytosol,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1451200,unknown,Unknown
PF3D7_1451300,"Smc5-Smc6 complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1451400,unknown,Unknown
PF3D7_1451500,"U2-type spliceosomal complex,post-mRNA release spliceosomal complex",Spliceosomal & RNP complexes (internal)
PF3D7_1451600,unknown,Unknown
PF3D7_1451700,calcineurin complex,Intracellular protein complexes (internal)
PF3D7_1451800,"Golgi apparatus,membrane","Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_1451900,unknown,Unknown
PF3D7_1452000,unknown,Unknown
PF3D7_1452100,unknown,Unknown
PF3D7_1452200,mitochondrial matrix,Mitochondrion & related
PF3D7_1452300,"apicoplast,endoplasmic reticulum membrane","Apicoplast,Endomembrane System & Golgi ER"
PF3D7_1452400,unknown,Unknown
PF3D7_1452500,"SNARE complex,endomembrane system","Endomembrane System & Golgi ER,Intracellular protein complexes (internal)"
PF3D7_1452600,nucleus,Nucleus (internal)
PF3D7_1452700,"U1 snRNP,U2-type prespliceosome",Spliceosomal & RNP complexes (internal)
PF3D7_1452800,unknown,Unknown
PF3D7_1452900,unknown,Unknown
PF3D7_1453000,unknown,Unknown
PF3D7_1453100,dynactin complex,Cytoskeleton & associated
PF3D7_1453200,unknown,Unknown
PF3D7_1453300,unknown,Unknown
PF3D7_1453400,gamma-tubulin complex,Cytoskeleton & associated
PF3D7_1453500,unknown,Unknown
PF3D7_1453600,unknown,Unknown
PF3D7_1453700,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1453800,unknown,Unknown
PF3D7_1453900,unknown,Unknown
PF3D7_1454000,unknown,Unknown
PF3D7_1454100,unknown,Unknown
PF3D7_1454200,unknown,Unknown
PF3D7_1454300,unknown,Unknown
PF3D7_1454400,unknown,Unknown
PF3D7_1454500,"cytoplasm,mitochondrial matrix","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_1454600,unknown,Unknown
PF3D7_1454700,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1454800,unknown,Unknown
PF3D7_1454900,unknown,Unknown
PF3D7_1455000,unknown,Unknown
PF3D7_1455100,"apicoplast,cytoplasm","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1455200,unknown,Unknown
PF3D7_1455300,unknown,Unknown
PF3D7_1455400,unknown,Unknown
PF3D7_1455500,AP-1 adaptor complex,Intracellular protein complexes (internal)
PF3D7_1455600,unknown,Unknown
PF3D7_1455700,unknown,Unknown
PF3D7_1455800,unknown,Unknown
PF3D7_1455900,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1456000,unknown,Unknown
PF3D7_1456100,"cytoplasm,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_1456200,unknown,Unknown
PF3D7_1456300,unknown,Unknown
PF3D7_1456400,unknown,Unknown
PF3D7_1456500,transcription factor TFIIIB complex,Intracellular protein complexes (internal)
PF3D7_1456600,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1456700,nucleus,Nucleus (internal)
PF3D7_1456800,unknown,Unknown
PF3D7_1456900,unknown,Unknown
PF3D7_1457000,"cytoplasmic side of endoplasmic reticulum membrane,lumenal side of endoplasmic reticulum membrane",Endomembrane System & Golgi ER
PF3D7_1457100,unknown,Unknown
PF3D7_1457200,unknown,Unknown
PF3D7_1457300,unknown,Unknown
PF3D7_1457400,nucleus,Nucleus (internal)
PF3D7_1457500,unknown,Unknown
PF3D7_1457600,unknown,Unknown
PF3D7_1457700,unknown,Unknown
PF3D7_1457800,unknown,Unknown
PF3D7_1457900,unknown,Unknown
PF3D7_1458000,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_1458100,unknown,Unknown
PF3D7_1458200,unknown,Unknown
PF3D7_1458300,unknown,Unknown
PF3D7_1458400,unknown,Unknown
PF3D7_1458500,unknown,Unknown
PF3D7_1458600,unknown,Unknown
PF3D7_1458700,nucleus,Nucleus (internal)
PF3D7_1458800,RNA polymerase III complex,Spliceosomal & RNP complexes (internal)
PF3D7_1458900,Golgi membrane,Endomembrane System & Golgi ER
PF3D7_1459000,"cytoplasmic stress granule,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1459100,mitochondrion,Mitochondrion & related
PF3D7_1459200,unknown,Unknown
PF3D7_1459300,mitochondrion,Mitochondrion & related
PF3D7_1459400,unknown,Unknown
PF3D7_1459500,unknown,Unknown
PF3D7_1459600,trans-Golgi network membrane,Endomembrane System & Golgi ER
PF3D7_1459700,unknown,Unknown
PF3D7_1459800,membrane,Membrane (general)
PF3D7_1459900,unknown,Unknown
PF3D7_1460000,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1460100,unknown,Unknown
PF3D7_1460200,unknown,Unknown
PF3D7_1460300,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1460400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1460500,unknown,Unknown
PF3D7_1460600,unknown,Unknown
PF3D7_1460700,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1460800,snRNA-activating protein complex,Spliceosomal & RNP complexes (internal)
PF3D7_1460900,"apicoplast,mitochondrion,small ribosomal subunit","Apicoplast,Mitochondrion & related,Ribosome & translation complexes (internal)"
PF3D7_1461000,unknown,Unknown
PF3D7_1461100,unknown,Unknown
PF3D7_1461200,"Mpp10 complex,small-subunit processome",Spliceosomal & RNP complexes (internal)
PF3D7_1461300,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1461400,unknown,Unknown
PF3D7_1461500,unknown,Unknown
PF3D7_1461600,"U2 snRNP,U2-type spliceosomal complex,catalytic step 2 spliceosome,precatalytic spliceosome",Spliceosomal & RNP complexes (internal)
PF3D7_1461700,unknown,Unknown
PF3D7_1461800,unknown,Unknown
PF3D7_1461900,cytosol,Cytoplasm & Cytosol (internal)
